Playlist A, Playlist B, Feature, Cosine Similarity
0,11,Speechiness,0.39
0,12,Speechiness,0.20
0,13,Speechiness,0.44
0,14,Speechiness,0.54
1,2,Speechiness,0.23
1,3,Speechiness,0.41
1,4,Speechiness,0.43
1,5,Speechiness,0.22
1,6,Speechiness,0.50
1,7,Speechiness,0.43
1,8,Speechiness,0.55
1,9,Speechiness,0.47
1,10,Speechiness,0.47
1,11,Speechiness,0.51
1,12,Speechiness,0.41
1,13,Speechiness,0.19
1,14,Speechiness,0.38
2,3,Speechiness,0.27
2,4,Speechiness,0.26
2,5,Speechiness,0.53
2,6,Speechiness,0.16
2,7,Speechiness,0.33
2,8,Speechiness,0.18
2,9,Speechiness,0.19
2,10,Speechiness,0.19
2,11,Speechiness,0.37
2,12,Speechiness,0.13
2,13,Speechiness,0.50
2,14,Speechiness,0.34
3,4,Speechiness,0.57
3,5,Speechiness,0.24
3,6,Speechiness,0.43
3,7,Speechiness,0.51
3,8,Speechiness,0.45
3,9,Speechiness,0.40
3,10,Speechiness,0.54
3,11,Speechiness,0.58
3,12,Speechiness,0.45
3,13,Speechiness,0.23
3,14,Speechiness,0.45
4,5,Speechiness,0.29
4,6,Speechiness,0.28
4,7,Speechiness,0.40
4,8,Speechiness,0.41
4,9,Speechiness,0.34
4,10,Speechiness,0.47
4,11,Speechiness,0.75
4,12,Speechiness,0.43
4,13,Speechiness,0.37
4,14,Speechiness,0.50
5,6,Speechiness,0.17
5,7,Speechiness,0.50
5,8,Speechiness,0.24
5,9,Speechiness,0.14
5,10,Speechiness,0.19
5,11,Speechiness,0.29
5,12,Speechiness,0.12
5,13,Speechiness,0.70
5,14,Speechiness,0.40
6,7,Speechiness,0.30
6,8,Speechiness,0.54
6,9,Speechiness,0.51
6,10,Speechiness,0.43
6,11,Speechiness,0.33
6,12,Speechiness,0.45
6,13,Speechiness,0.17
6,14,Speechiness,0.34
7,8,Speechiness,0.48
7,9,Speechiness,0.43
7,10,Speechiness,0.37
7,11,Speechiness,0.52
7,12,Speechiness,0.37
7,13,Speechiness,0.28
7,14,Speechiness,0.48
8,9,Speechiness,0.56
8,10,Speechiness,0.46
8,11,Speechiness,0.47
8,12,Speechiness,0.47
8,13,Speechiness,0.17
8,14,Speechiness,0.46
9,10,Speechiness,0.37
9,11,Speechiness,0.38
9,12,Speechiness,0.44
9,13,Speechiness,0.16
9,14,Speechiness,0.37
10,11,Speechiness,0.47
10,12,Speechiness,0.44
10,13,Speechiness,0.17
10,14,Speechiness,0.50
11,12,Speechiness,0.50
11,13,Speechiness,0.31
11,14,Speechiness,0.58
12,13,Speechiness,0.12
12,14,Speechiness,0.33
13,14,Speechiness,0.39
0,1,Acousticness,0.16
0,2,Acousticness,0.38
0,3,Acousticness,0.20
0,4,Acousticness,0.44
0,5,Acousticness,0.07
0,6,Acousticness,0.22
0,7,Acousticness,0.26
0,8,Acousticness,0.24
0,9,Acousticness,0.21
0,10,Acousticness,0.09
0,11,Acousticness,0.16
0,12,Acousticness,0.32
0,13,Acousticness,0.35
0,14,Acousticness,0.33
1,2,Acousticness,0.15
1,3,Acousticness,0.25
1,4,Acousticness,0.28
1,5,Acousticness,0.29
1,6,Acousticness,0.27
1,7,Acousticness,0.29
1,8,Acousticness,0.26
1,9,Acousticness,0.25
1,10,Acousticness,0.27
1,11,Acousticness,0.22
1,12,Acousticness,0.31
1,13,Acousticness,0.13
1,14,Acousticness,0.17
2,3,Acousticness,0.15
2,4,Acousticness,0.10
2,5,Acousticness,0.26
2,6,Acousticness,0.24
2,7,Acousticness,0.13
2,8,Acousticness,0.29
2,9,Acousticness,0.07
2,10,Acousticness,0.22
2,11,Acousticness,0.14
2,12,Acousticness,0.10
2,13,Acousticness,0.40
2,14,Acousticness,0.39
3,4,Acousticness,0.36
3,5,Acousticness,0.25
3,6,Acousticness,0.34
3,7,Acousticness,0.18
3,8,Acousticness,0.27
3,9,Acousticness,0.22
3,10,Acousticness,0.39
3,11,Acousticness,0.35
3,12,Acousticness,0.35
3,13,Acousticness,0.27
3,14,Acousticness,0.31
4,5,Acousticness,0.26
4,6,Acousticness,0.18
4,7,Acousticness,0.24
4,8,Acousticness,0.27
4,9,Acousticness,0.25
