artists,occurrence,freqency
"Sorastro",41,0.245509
"Bear McCreary,Laura Haddock",2,0.011976
"Jóhann Jóhannsson",39,0.233533
"Atli Örvarsson",21,0.125749
"David Arnold,Michael Price",8,0.047904
"Jack Wall",12,0.071856
"Winifred Phillips,Assassin's Creed",33,0.197605
"Fernando Velázquez",17,0.101796
"Primitive Man",2,0.011976
"Kammarheit",8,0.047904
"Ben Salisbury,Geoff Barrow",1,0.005988
"Chris Tilton,Assassin's Creed",18,0.107784
"Sarah Schachner,Assassin's Creed",41,0.245509
"Raison Varner",14,0.083832
"Austin Wintory,Assassin's Creed",31,0.185629
"Lorne Balfe",9,0.053892
"Fidil",6,0.035928
"Percival Schuttenbach",17,0.101796
"Paradox Interactive,Oskar Clase",13,0.077844
"BrunuhVille",10,0.059880
"Mengfanjun",1,0.005988
"Derek Fiechter",14,0.083832
"Monsalve",2,0.011976
"James Horner",21,0.125749
"Drakensang",11,0.065868
"Danny Elfman",4,0.023952
"Marc Streitenfeld",5,0.029940
"Nathan Grigg",10,0.059880
"John Debney",10,0.059880
"Patrick Doyle",15,0.089820
"Jamie Christopherson",14,0.083832
"Greg Edmonson,Andrew Skeet,London Philharmonic Orchestra",2,0.011976
"Two Worlds II",15,0.089820
"IWASHIRO TARO",1,0.005988
"Mark Haas",2,0.011976
"Paradox Interactive,Andreas Waldetoft",32,0.191617
"Jesse Hopkins",2,0.011976
"Florian Bodenschatz",2,0.011976
"The Flight",23,0.137725
"Andrew Lloyd Webber",1,0.005988
"Johann Sebastian Bach,Klemens Schnorr",1,0.005988
"Disasterpeace",69,0.413174
"Damjan Mravunac",37,0.221557
"Alexey Omelchuk",7,0.041916
"Dark Sanctuary",7,0.041916
"Silent Orchestra",3,0.017964
"John Carpenter",1,0.005988
"Akiyuki Morimoto",15,0.089820
"Inade",5,0.029940
"Mike Oldfield,Horror Movie Theme Orchestra",1,0.005988
"Pascal Laugier",1,0.005988
"Alan Howarth,Larry Hopkins,Ennio Morricone",2,0.011976
"Charles Bernstein",1,0.005988
"joseph bishara",1,0.005988
"Marco Beltrami",7,0.041916
"Javier Navarrete",10,0.059880
"James Newton Howard",120,0.718563
"Miwako Chinone",3,0.017964
"Satoshi Hori",6,0.035928
"Brian D’oliveira",2,0.011976
"Charlotte Martin",1,0.005988
"David Julyan",3,0.017964
"Lisa Gerrard,Marcello De Francisci",2,0.011976
"Bersarin Quartett",1,0.005988
"Arcana",5,0.029940
"Ridiculon",2,0.011976
"Ben Lukas Boysen,Sebastian Plano",49,0.293413
"Brique a Braq",21,0.125749
"Lasse Enersen",21,0.125749
"Maclaine Diemer",24,0.143713
"Artesia",4,0.023952
"Masatoshi Yanagi",15,0.089820
"Shuichi Kobori",2,0.011976
"Masami Ueda",4,0.023952
"Joel Nielsen",5,0.029940
"Yasunori Nishiki",35,0.209581
"Will Savino",49,0.293413
"Jake Lefkowitz",2,0.011976
"ICO",6,0.035928
"e.hillman",17,0.101796
"Max LL",27,0.161677
"Myuu",5,0.029940
"Jon Everist",5,0.029940
"Sounds of Nature Relaxation",13,0.077844
"Invadable Harmony",142,0.850299
"Vangelis",3,0.017964
"Adam S Hurst,Adam Hurst",2,0.011976
"Shigeru Umebayashi",1,0.005988
"Adam Hurst",7,0.041916
"Oli Langford",1,0.005988
"Roque Baños,Orquesta Pro,Art",1,0.005988
"Peter Gundry",17,0.101796
"Old Sorcery",1,0.005988
"Todd Masten",1,0.005988
"Woodkid",10,0.059880
"Nemuer",3,0.017964
"Sounds Effects Wav Files Studio",1,0.005988
"Żywiołak",6,0.035928
"Brian Tyler",20,0.119760
"Woody Jackson",2,0.011976
"Lazerhawk",2,0.011976
"Kevin Penkin",11,0.065868
"Jake Chudnow",2,0.011976
"Night Raptor",8,0.047904
"scntfc",25,0.149701
"Jim Guthrie",19,0.113772
"Turbo Knight",3,0.017964
"Thomas Happ",8,0.047904
"Fabric of Light",1,0.005988
"Tomáš Dvořák",9,0.053892
"Danny Baranowsky",20,0.119760
"Power Glove",55,0.329341
"Sinoia Caves",1,0.005988
"Dan Salvato",2,0.011976
"Lovett",1,0.005988
"Wojciech Golczewski",1,0.005988
"DJ-K",2,0.011976
"S U R V I V E",24,0.143713
"Ben Prunty",34,0.203593
"Lena Raine",2,0.011976
"Mick Gordon",24,0.143713
"Yoann Laulan",25,0.149701
"Petri Alanko",9,0.053892
"Martin Stig Andersen",11,0.065868
"Erasmus Talbot",23,0.137725
"Jack Wall,EA Games Soundtrack",1,0.005988
"Doreem",10,0.059880
"Louie Zong",5,0.029940
"fingerspit",7,0.041916
"Jason Tai",4,0.023952
"Brian Estes",2,0.011976
"Chilly Makes Music",1,0.005988
"Nick Phoenix,Two Steps from Hell",19,0.113772
"Tom Tykwer,Johnny Klimek,Reinhold Heil",1,0.005988
"John Paesano,EA Games Soundtrack",2,0.011976
"trentemøller",1,0.005988
"Ilan Eshkeri",35,0.209581
"Jacob Shea,Jasha Klebe",12,0.071856
"Niels van der Leest",6,0.035928
"Akihiko Narita",7,0.041916
"YUKO KOMIYAMA",3,0.017964
"Kaoru Watanabe",1,0.005988
"Basil Poledouris,Larry Hopkins",1,0.005988
"Frederik Wiedmann",4,0.023952
"Ludwig Göransson",14,0.083832
"Robyn Miller",3,0.017964
"Eric Whitacre,Royal Philharmonic Orchestra",1,0.005988
"Johan Söderqvist,Patrik Andrén",3,0.017964
"Joseph Loduca",12,0.071856
"Kaya Project",12,0.071856
"Beats Antique",6,0.035928
"Shoghaken Ensemble",2,0.011976
"Solace",2,0.011976
"Tabla Beat Science",2,0.011976
"Phil Thornton,Hossam Ramzy",3,0.017964
"Tyler Bates",9,0.053892
"Jeff van Dyck",22,0.131737
"Peter Maund",2,0.011976
"Peter Gabriel",3,0.017964
"Tim Larkin",3,0.017964
"Igor Stravinsky,Iván Fischer,Budapest Festival Orchestra",2,0.011976
"Kai Engel",5,0.029940
"amiina",1,0.005988
"Desiderii Marginis",11,0.065868
"Mulm",3,0.017964
"Biosphere",2,0.011976
"Parhelion",1,0.005988
"Treha Sektori",2,0.011976
"ALLSEITS",1,0.005988
"Tenhi",1,0.005988
"Beyond Sensory Experience",1,0.005988
"Shrine",1,0.005988
"Stellamara",2,0.011976
"Michael Abels",15,0.089820
"Agnes Obel",2,0.011976
"Angelo Badalamenti",2,0.011976
"Hildur Guðnadóttir",7,0.041916
"Jeff Victor",1,0.005988
"Daft Punk",10,0.059880
"Between Interval",4,0.023952
"Bvdub",2,0.011976
"Glenn Stafford,Derek Duke,Neal Acree,Russell Brower",3,0.017964
"Justin E. Bell,Budapest Art Orchestra",11,0.065868
"Andrey Stanislavovich Vinogradov,Andrey Vinogradov",1,0.005988
"Lustmord",4,0.023952
"Christophe Héral",8,0.047904
"Qntal",2,0.011976
"Ophelia's Dream",2,0.011976
"Daemonia Nymphe",3,0.017964
"The Moon & The Nightspirit",3,0.017964
"Les Secrets De Morphée",1,0.005988
"Sarah Louise",1,0.005988
"Máddji",1,0.005988
"Yat-Kha",1,0.005988
"Lúnasa",2,0.011976
"Roland Rizzo",7,0.041916
"Roxane Genot",8,0.047904
"OMNIA",1,0.005988
"Alan Menken",6,0.035928
"Loreena McKennitt",1,0.005988
"Chris Palmer",1,0.005988
"Nhafa",1,0.005988
"Samer Fanek",1,0.005988
"Brandon Fiechter",2,0.011976
"Steve Barakatt",1,0.005988
"Celestial Aeon Project,Derek Fiechter,Brandon Fiechter",2,0.011976
"Veronika Belova,João Balouta",1,0.005988
"Celestial Aeon Project,Brandon Fiechter,Derek Fiechter",2,0.011976
"Borough Bound",8,0.047904
"Tyler Cunningham",5,0.029940
"Emil Smith",6,0.035928
"The Trouble Notes",4,0.023952
"Monica Williams",1,0.005988
"Zac Tiessen,Julie Elven",1,0.005988
"Michael Ghelfi,Lyre RPG Music",2,0.011976
"Geoff Knorr",5,0.029940
"Monica Logani",2,0.011976
"Jesse Klein",1,0.005988
"Faris Ishaq",2,0.011976
"Jean-Marc Giffin",1,0.005988
"Munknörr",1,0.005988
"OOOTOKO",1,0.005988
"Jeff Broadbent",1,0.005988
"Christian Henson",1,0.005988
"Michele Fano",1,0.005988
"Laura Masotto",1,0.005988
"Leat Sabbah",1,0.005988
"ÆUR",1,0.005988
"CosmoMoose",4,0.023952
"Nicostrauss",4,0.023952
"ARTur Moon",1,0.005988
"Ninichi",6,0.035928
"Zac Tiessen,Yoed Nir,Larry Salzman,Rooted in Him",1,0.005988
"Daniel Núñez Martín",3,0.017964
"Michael Ghelfi,Filip Melvan",11,0.065868
"Michael Ghelfi",2,0.011976
"Roman Sol",1,0.005988
"Tommy Simpson",1,0.005988
"Alireza Mahdiloo",1,0.005988
"Tom Salta",3,0.017964
"Wardruna",32,0.191617
"Garmarna",2,0.011976
"Danny Bensi and Saunder Jurriaans",34,0.203593
"Peter Bjärgö,Arcana",1,0.005988
"Steve Jablonsky",29,0.173653
"John Williams",22,0.131737
"Michael Giacchino",3,0.017964
"John Williams,London Symphony Orchestra",5,0.029940
"TADAYOSHI MAKINO",10,0.059880
"Alexandre Desplat",11,0.065868
"Kyle Hnedak",16,0.095808
"Christopher Young",1,0.005988
"Carlos Viola",3,0.017964
"Sephiroth",1,0.005988
"Yoshimi Kudo",4,0.023952
"Andrew Prahlow",5,0.029940
"Fiddlewold",1,0.005988
"Tartalo Music",4,0.023952
"Ian Fontova",5,0.029940
"Diane Arkenstone,David Arkenstone",1,0.005988
"Adrian Von Ziegler,Łukasz Kapuściński",2,0.011976
"Kerani",1,0.005988
"Liad Abraham,Roxane Genot",1,0.005988
"Jon Adamich",1,0.005988
"BrunuhVille,Sharm",1,0.005988
"Phantasia Music",1,0.005988
"L.J. Garcia",3,0.017964
"Philleann,Elvya,Jordi Storm",1,0.005988
"Brandon Fiechter,Derek Fiechter",1,0.005988
"Jon R. Mohr",12,0.071856
"insiya",1,0.005988
"ASKII",36,0.215569
"Roxane Genot,Philleann",1,0.005988
"Peter Widebay",1,0.005988
"Martin Egger",4,0.023952
"Léo Beaumier Perras",1,0.005988
"Ari Pulkkinen",19,0.113772
"NCSOUND",4,0.023952
"Russell Brower,Jason Hayes",1,0.005988
"Michal Cielecki",6,0.035928
"Krzysztof Wierzynkiewicz,Marcin Przybyłowicz",4,0.023952
"Dynamedion",3,0.017964
"Inon Zur,Nothwest Sinfonia",4,0.023952
"Tilman Sillescu",4,0.023952
"Markus Schmidt",1,0.005988
"Jochen Flach",1,0.005988
"Neal Acree",10,0.059880
"Jason Hayes,Mike Patti,Glenn Stafford",1,0.005988
"Greg Edmonson",10,0.059880
"Jason Hayes,Mike Patti",2,0.011976
"Rei Kondoh",3,0.017964
"James Hannigan",1,0.005988
"Tim Wynn",2,0.011976
"Martin O'Donnell",1,0.005988
"Steve Jablonsky,The Skywalker Chorus",2,0.011976
"Tilman Sillescu,Alexander Röder,Marc Rosenberger,Jochen Flach,Henning Nugel,Matthias Wolf",3,0.017964
"Nick Arundel",2,0.011976
"Chris Rickwood",1,0.005988
"Paul Haslinger",19,0.113772
"Mark Mancina",2,0.011976
"Peter Crowley",6,0.035928
"Marios Aristopoulos",9,0.053892
"Cris Velasco,Nicole Garcia,Apocalypse Ensemble",5,0.029940
"Thomas Bergersen,Two Steps from Hell",44,0.263473
"Antti Martikainen",5,0.029940
"Cris Velasco,Assassin's Creed",19,0.113772
"Cris Velasco and Sascha Dikiciyan",3,0.017964
"Aakaash Rao",7,0.041916
"Arkadiusz Reikowski",1,0.005988
"Zach Lemmon",5,0.029940
"Josh Whelchel",2,0.011976
"Deon Van Heerden",10,0.059880
"Bear McCreary,Assassin's Creed",2,0.011976
"Linkimusic,Pierre-Alexandre Monin",1,0.005988
"James Newton Howard,Pete Anthony,Mike Nowak,Hollywood Studio Symphony Orchestra",1,0.005988
"Cris Velasco,Sascha Dikiciyan",1,0.005988
"Primal,Tyler Bates,Joanne Higginbottom",2,0.011976
"Sarah Schachner",3,0.017964
"Shoi Miyazawa",7,0.041916
"Martin Wave",3,0.017964
"Dan Wakefield",14,0.083832
"Turlough O'Carolan,The Harp Consort,Andrew Lawrence-King",1,0.005988
"Sam Cardon,Russell Brower",5,0.029940
"Daniel Licht",31,0.185629
"Lynn Saoirse",1,0.005988
"Hans Zimmer,James Newton Howard",5,0.029940
"Olivier Deriviere,Assassin's Creed",4,0.023952
"Johan Skugge,Jukka Rintamäki",2,0.011976
"Ramin Djawadi,Mike Shinoda",2,0.011976
"London Music Works",4,0.023952
"Marco Beltrami,Pete Anthony",3,0.017964
"Nathan Lanier",6,0.035928
"John Powell",12,0.071856
"Garry Schyman",26,0.155689
"Future World Music",20,0.119760
"Trevor Morris,Jack Wall",2,0.011976
"John Powell,David Buckley",4,0.023952
"Juno Reactor",1,0.005988
"David Arnold",1,0.005988
"Darren Korb",17,0.101796
"LiquidCinema",7,0.041916
"Jok Lok",5,0.029940
"David Coffin",2,0.011976
"Stan Rogers",2,0.011976
"Sean Dagher,Michiel Schrey,Nils Brown,Assassin's Creed",1,0.005988
"Nils Brown,Sean Dagher,Clayton Kennedy,Assassin's Creed",3,0.017964
"Clayton Kennedy,Nils Brown,Sean Dagher,Assassin's Creed",2,0.011976
"Sean Dagher,Clayton Kennedy,Nils Brown,Assassin's Creed",2,0.011976
"Nils Brown,Sean Dagher,Michiel Schrey,Assassin's Creed",2,0.011976
"Michiel Schrey,Richard Irwin,Sean Dagher,Nelson Carter,Nils Brown,David Gossage,Assassin's Creed",1,0.005988
"Nils Brown,Richard Irwin,Sean Dagher,Nelson Carter,Michiel Schrey,Charlotte Cumberbirch,David Gossage,Assassin's Creed",1,0.005988
"Sean Dagher,Richard Irwin,Nelson Carter,Nils Brown,Michiel Shrey,Charlotte Cumberbirch,David Gossage,Assassin's Creed",1,0.005988
"Nils Brown,Michiel Schrey,Sean Dagher,Richard Irwin,Nelson Carter,David Gossage,Assassin's Creed",1,0.005988
"Michiel Schrey,Sean Dagher,Nils Brown,Charlotte Cumberbirch,Nelson Carter,Richard Irwin,David Gossage,Assassin's Creed",1,0.005988
"Charlotte Cumberbirch,Richard Irwin,Sean Dagher,Nelson Carter,David Gossage,Assassin's Creed",3,0.017964
"Sean Dagher,Richard Irwin,Nelson Carter,Nils Brown,Michiel Shrey,David Gossage,Assassin's Creed",1,0.005988
"Linda Morrison,Sean Dagher,Nelson Carter,Patrick Graham,David Gossage,Assassin's Creed",4,0.023952
"Marcos Marin,Dominic Soulard,Eric Breton,Assassin's Creed",2,0.011976
"Sean Dagher,Nils Brown,Michiel Schrey,Assassin's Creed",4,0.023952
"Nils Brown,Michiel Schrey,Sean Dagher,Assassin's Creed",1,0.005988
"Michiel Schrey,Sean Dagher,Nils Brown,Assassin's Creed",3,0.017964
"Charlotte Cumberbirch,Sean Dagher,Nelson Carter,Richard Irwin,David Gossage,Assassin's Creed",1,0.005988
"Sean Dagher,Nils Brown,Michiel Schrey,Charlotte Cumberbirch,Nelson Carter,Richard Irwin,David Gossage,Assassin's Creed",1,0.005988
"Michiel Schrey,Sean Dagher,Richard Irwin,David Gossage,Assassin's Creed",1,0.005988
"Michiel Schrey,Sean Dagher,Nils Brown,Nelson Carter,Richard Irwin,David Gossage,Assassin's Creed",1,0.005988
"Marco Marin,Dominic Soulard,Eric Breton,Assassin's Creed",2,0.011976
"David Coffin,The Revels Chorus",1,0.005988
"The Longest Johns",1,0.005988
"Sea of Thieves",8,0.047904
"Jerry Bryant,Starboard Mess",1,0.005988
"Clint Mansell",8,0.047904
"Ben Crossbones",1,0.005988
"The Dreeze",1,0.005988
"Hollan Holmes",2,0.011976
"AstroPilot",2,0.011976
"Pjusk",1,0.005988
"Solar Fields,EA Games Soundtrack",3,0.017964
"Craig Padilla",1,0.005988
"The Flight,Assassin's Creed",35,0.209581
"C418",4,0.023952
"Ataraxia,Mort Garson",2,0.011976
"RealX",1,0.005988
"Cristian Sandquist,Nina Fylkegård",2,0.011976
"L.A. Takedown",1,0.005988
"The Flight,Assassin's Creed,Mike Georgiades",23,0.137725
"Cœur De Pirate",38,0.227545
"Gareth Coker,Tom Boyd",9,0.053892
"Jacopo da Bologna,Munir Beken,August Denhard",1,0.005988
"Black & White Knight",2,0.011976
"Grant Kirkhope",7,0.041916
"Thomas Rouzic",1,0.005988
"Stan LePard",2,0.011976
"Lena Chappelle",4,0.023952
"Andrei Krylov",24,0.143713
"Mariachi Entertainment System",6,0.035928
"ConcernedApe",3,0.017964
"Josh Whelchel,Kristin Naigus",3,0.017964
"Chessboxer",1,0.005988
"Hiroki Kikuta",9,0.053892
"Capcom Sound Team",1,0.005988
"Adam Sporka,Jan Valta",28,0.167665
"Ensemble Galilei",2,0.011976
"Martin Czerny",1,0.005988
"David Fenn",3,0.017964
"Enaid,Diane Arkenstone",1,0.005988
"Koji Kondo,Kristin Naigus,Patti Rudisill",1,0.005988
"Tumult Kollektiv",1,0.005988
"Al Petteway,Amy White,Bonnie Rideout,Maggie Sansone,Eric Rigler,Abby Newton",1,0.005988
"Vàli",4,0.023952
"Dagmar Krug",1,0.005988
"Christopher C Tin,Triforce Quartet",1,0.005988
"Sowulo",1,0.005988
"Robert L. Euvino",1,0.005988
"Beltaine",2,0.011976
"Elane",1,0.005988
"Patti Rudisill",1,0.005988
"Edo Guidotti",3,0.017964
"Jan Valta,Adam Sporka",7,0.041916
"Nelson Carter,Sean Dagher,Rich Irwin,David Gossage,Assassin's Creed",1,0.005988
"Elliott Wheeler",1,0.005988
"Lizz Robinett,Luke Thomas",1,0.005988
"Natural Sounds Music Academy",5,0.029940
"Mike Zarin,Tony Hajjar",2,0.011976
"Gentil Puck",3,0.017964
"Paul Romero,Rob King",5,0.029940
"Voodoo Highway",1,0.005988
"Roc Chen",12,0.071856
"Brian Reitzell",10,0.059880
"Jack Wall,Sam Hulick",1,0.005988
"Hans Zimmer,Junkie XL",2,0.011976
"David Buckley",1,0.005988
"Abel Korzeniowski",15,0.089820
"Chris Tilton,Jesper Kyd,Assassin's Creed",5,0.029940
"Kazuma Jinnouchi",1,0.005988
"Chris Remo",3,0.017964
"Alexey Omelchuk,Aranrut",1,0.005988
"Nick Glennie-Smith",1,0.005988
"Audiomachine",2,0.011976
"Michael McCann",3,0.017964
"Harry Gregson-Williams,Hans Zimmer",2,0.011976
"Andrew Buresh",1,0.005988
"JD Mayer",3,0.017964
"Michael Nielsen,Kaveh Cohen",6,0.035928
"Ryuichi Sakamoto,alva noto",1,0.005988
"Hans Zimmer,Lorne Balfe",9,0.053892
"Ben Frost",2,0.011976
"Cris Velasco",3,0.017964
"Jesper Kyd,Sascha Dikiciyan,Raison Varner,Cris Velasco",1,0.005988
"Philharmonia Orchestra,The Pinewood Singers",4,0.023952
"Slovak National Symphony Orchestra,The Pinewood Singers,Tiffin Boy's Choir",4,0.023952
"Russell Shaw, Danny Elfman",3,0.017964
"Sascha Dikiciyan",2,0.011976
"Norman Cooper",3,0.017964
"Aaron Zigman",2,0.011976
"Christopher Lennertz",1,0.005988
"Jed Kurzel",2,0.011976
"Philippe Rombi",3,0.017964
"Griffin Cohen",1,0.005988
"Brian Tyler,Breton Vivian",8,0.047904
"Harry Gregson-Williams,Rupert Gregson-Williams",1,0.005988
"Mel Wesson,Nine One One",8,0.047904
"Chris Vrenna",1,0.005988
"Carpenter Brut,Power Glove",1,0.005988
"Division,Sonic Synergist",1,0.005988
"Matt Piersall",1,0.005988
"Sami Matar",7,0.041916
"Kalax",2,0.011976
"Mozit",1,0.005988
"Johnny Jewel",1,0.005988
"Solar Fields",1,0.005988
"Pascal Michael Stiefel",2,0.011976
"Tobias Lilja",1,0.005988
"Dead Can Dance",1,0.005988
"Danheim",4,0.023952
"Forndom",9,0.053892
"Paleowolf",3,0.017964
"Gaetir The Mountainkeeper",2,0.011976
"Draugurinn",1,0.005988
"Halgrath",14,0.083832
"James Horner,Tanja Tzarovska",2,0.011976
"Hans Zimmer,Gavin Greenaway,Lisa Gerrard",1,0.005988
"Paschal de l'Estocart,Dominique Visse,Ensemble Clément Janequin",2,0.011976
"Heinrich Isaac,Ensemble Leones,Els Janssens-Vanmunster,Marc Lewon",2,0.011976
"Rinaldo Alessandrini",3,0.017964
"Peter Philips,Sarum Consort,Andrew Mackay",2,0.011976
"Alexander Agricola,A:N:S Chorus,Janos Bali",2,0.011976
"Francisco de Peñalosa,Jordi Savall",2,0.011976
"John Dowland,Nicholas Phan,Ann Marie Morgan,Michael Leopold",2,0.011976
"Hespèrion XXI,Jordi Savall",2,0.011976
"Michael Praetorius,Viva-Voce",2,0.011976
"Josquin des Prez,Cappella Pratensis,Joshua Rifkin",2,0.011976
"Pierre de la Rue,Dominique Visse,Ensemble Clément Janequin",1,0.005988
"Orlande de Lassus,Ensemble Clément Janequin,Dominique Visse",2,0.011976
"Giovanni Pierluigi da Palestrina,Concerto Italiano,Rinaldo Alessandrini",2,0.011976
"Jacques Arcadelt,Laudantes Consort,Guy Janssens",2,0.011976
"Guillaume Dufay,Blue Heron,Scott Metcalfe",3,0.017964
"Giovanni Pierluigi da Palestrina,The Sixteen,Harry Christophers",2,0.011976
"Orlando Gibbons,University of California Chamber Chorus,John Butt",1,0.005988
"Jan Pieterszoon Sweelinck,Joseph Kelemen",2,0.011976
"Orlando Gibbons,The Rose Consort Of Viols",2,0.011976
"Johannes Ockeghem,The Hilliard Ensemble,Paul Hillier",2,0.011976
"Antoine Brumel,The Clerks' Group,Edward Wickham",2,0.011976
"Johannes Ockeghem,Capilla Flamenca",2,0.011976
"William Byrd,Parthenia / A Consort of Viols,Julianne Baird",2,0.011976
"Giovanni Gabrieli,His Majestys Sagbutts & Cornetts,Choir of King's College, Cambridge,Stephen Cleobury",2,0.011976
"Clément Janequin,Ensemble Clément Janequin,Dominique Visse",2,0.011976
"Carlo Gesualdo,Delitiæ Musicæ,Marco Longhini",2,0.011976
"Orlande de Lassus,Gallicantus,Gabriel Crouch",2,0.011976
"Gregorio Allegri,Tenebrae",2,0.011976
"William Byrd,Elizabeth Farr",2,0.011976
"Nicholas Ludford,Blue Heron,Scott Metcalfe",2,0.011976
