artists,occurrence,freqency
"Adrien de la Salle",11,0.065868
"Angelo Nicola Giuliano,Luca Mazzillo",1,0.005988
"The Joe Vollaro Project",1,0.005988
"Jon R. Mohr,Adele Etheridge Woodson",1,0.005988
"Becky Ainge",3,0.017964
"Adrien de la Salle,Francois Mathian",2,0.011976
"Luna",1,0.005988
"Lianne Steeman",1,0.005988
"Luca Ciut",1,0.005988
"Kendra Logozar",1,0.005988
"Nathalie Bonin",1,0.005988
"Roxane Genot,Nadia Birkenstock",1,0.005988
"Luis Díez Cerro",3,0.017964
"The Human Experience,Echoes of Starlight",1,0.005988
"Phil Larson",1,0.005988
"Laura Chartier",1,0.005988
"Listening Wind",2,0.011976
"Ana Schurmann",1,0.005988
"Ana Done",1,0.005988
"Sacha Hoedemaker",1,0.005988
"Ronan Spoor,RonArt",2,0.011976
"Byebyefish",2,0.011976
"Note Only,Adrien de la Salle",1,0.005988
"Freya Arde",1,0.005988
"Kjell Sønksen",1,0.005988
"Angelo Nicola Giuliano",1,0.005988
"Frozen Silence",2,0.011976
"Jan Ove Fjeld",1,0.005988
"Carlos Hof",1,0.005988
"Jeff Kinder",1,0.005988
"Shoshana Michel,Roxane Genot",1,0.005988
"Debra Buesking",1,0.005988
"Angela Hsieh",1,0.005988
"Oskar Kappland,Shoshana Michel",1,0.005988
"Valerii Vorona",1,0.005988
"Eric Hales",1,0.005988
"Juan Pablo Garcia",1,0.005988
"Helen Green,Ada De Antonio",1,0.005988
"Rita Leeway",1,0.005988
"Rich Batsford",1,0.005988
"Kirsten Agresta Copely",1,0.005988
"Parfen Karenin",2,0.011976
"Lorenzo Tempesti",1,0.005988
"Frank Jeffries Unplugged",1,0.005988
"Lucas Forch",1,0.005988
"Fiona Joy Hawkins",1,0.005988
"Miriam Barthez",1,0.005988
"Stefano D'Amico",1,0.005988
"MAXIIM",1,0.005988
"Stephen James",1,0.005988
"Johannes Brahms,Martin Sven Moritz",1,0.005988
"Alexander Motovilov,Kjell Sønksen",1,0.005988
"Late Escape",1,0.005988
"Laura Veyker",1,0.005988
"Claire Bigley",1,0.005988
"Aura Noctis",1,0.005988
"Stefano Casavecchia",1,0.005988
"Karen Biehl,Francois Mathian",1,0.005988
"Mohamed Elachiri,Johannes Bornlöf",1,0.005988
"Chewing",1,0.005988
"Mohamed Elachiri",1,0.005988
"Philip G Anderson",1,0.005988
"Moshe Levi",1,0.005988
"Have a Cigar",1,0.005988
"Gian Luca Buscaglia",1,0.005988
"Amelia Chain",3,0.017964
"George Bokaris",1,0.005988
"Billy-Joe,Ian Wong",1,0.005988
"Roberto Piano",1,0.005988
"Julio Alonso Chirinos Medina",1,0.005988
"Daniel Ketchum",1,0.005988
"Mark Sutton",1,0.005988
"Viviane Audet",1,0.005988
"Umeå Bodø",1,0.005988
"Nordicwaves",1,0.005988
"Ludovico Einaudi",2,0.011976
"Alexander Joseph",1,0.005988
"MettaForm",1,0.005988
"Ronan Spoor",1,0.005988
"Becky Ainge Unearthed",1,0.005988
"A. Blomqvist",1,0.005988
"Eul",1,0.005988
"Patricio Franzi",1,0.005988
"Yellow Garden",1,0.005988
"Martino Vergnaghi",1,0.005988
"Patrick Beau",1,0.005988
"Russell Shaw,Danny Elfman",3,0.017964
"Derek Duke,Joseph Lawrence",1,0.005988
"Sjellos",6,0.035928
"Divna Ljubojevic",1,0.005988
"M83,Anthony Gonzalez,Joseph Trapanese",2,0.011976
"James Newton Howard,Hans Zimmer",1,0.005988
"H-Pi",1,0.005988
"John Powell,Gavin Greenaway,DreamWorks Orchestra,Metro Voices Choir",1,0.005988
"John Powell,Hans Zimmer",1,0.005988
"Iván Torrent,Audiomachine",1,0.005988
"Kevin Rix,Audiomachine",2,0.011976
"Peter Roe",1,0.005988
"Two Steps from Hell,Thomas Bergersen",15,0.089820
"Two Steps from Hell,Nick Phoenix",2,0.011976
"Aram Mandossian,Future World Music",1,0.005988
"Hi-Finesse",1,0.005988
"Audiofire Studios",1,0.005988
"John A. Graves,Audiomachine",1,0.005988
"Gothic Storm Feat. Dan Graham,Gothic Storm,Dan Graham",1,0.005988
"Gothic Storm Feat. Gabriel Brosteanu,Gothic Storm,Gabriel Brosteanu",1,0.005988
"Gothic Storm, Christopher Haigh,Gothic Storm,Christopher Haigh",1,0.005988
"Gabriel Brosteanu,Gothic Storm",1,0.005988
"Epic Score",3,0.017964
"Epic Soul Factory,Cesc Vilà,Fran Soto",1,0.005988
"Nick Murray",1,0.005988
"Tom Player",1,0.005988
"Rameses B",1,0.005988
"Twisted Jukebox",1,0.005988
"Iván Torrent",1,0.005988
"Iván Torrent,Celica Soldream",1,0.005988
"MythFox",1,0.005988
"Ramin Djawadi,Tom Morello",1,0.005988
"Thomas Bergersen,Two Steps from Hell,Merethe Soltvedt",1,0.005988
"Stuart Roslyn,Audiomachine",1,0.005988
"Eldar Ibrahimovic",1,0.005988
"Krisztian Palmai,Chris Palmer",1,0.005988
"Shigeki Hayasi",1,0.005988
"Tsukasa Saitoh",2,0.011976
"Martin Phipps,Mediæval Bæbes",3,0.017964
"Martin Phipps,Benji Merrison,Mediæval Bæbes",2,0.011976
"Joris de Man,The Flight",3,0.017964
"The Flight,Joris de Man",2,0.011976
"Jonathan Williams",3,0.017964
"Michiru Aoyama",2,0.011976
"Hammock",1,0.005988
"John Stanford",6,0.035928
"Daniel Bernard",1,0.005988
"Colossal Trailer Music",1,0.005988
"Bear McCreary,Eivør",4,0.023952
"A.R. Rahman,Rekha Sawhney",1,0.005988
"KK & The Steampunk Orchestra",2,0.011976
"The Flight,Assassin's Creed,Mike Georgiades,Fanny Perrier-Rochas",1,0.005988
"Christopher Larkin,Amelia Jones",1,0.005988
"Neal Acree,Jeremy Soule,Russell Brower",1,0.005988
"Kyle Preston",1,0.005988
"Monasterium Imperi",3,0.017964
"Dark Matter",1,0.005988
"Sabled Sun",1,0.005988
"Valve Studio Orchestra",1,0.005988
"Jan J. Močnik",2,0.011976
"League of Legends",1,0.005988
"Clive Brooks",1,0.005988
"Jennifer Tissot",1,0.005988
"Ambient Nature Series",2,0.011976
"Outside Broadcast Recordings",5,0.029940
"Thors",1,0.005988
"Makeup And Vanity Set",1,0.005988
"Malukah,2WEI",1,0.005988
"Danny Baranowsky,Familyjules7x",5,0.029940
"FamilyJules",1,0.005988
"Meteor",1,0.005988
"Mega Drive",1,0.005988
"Sonic Mayhem,Power Glove",1,0.005988
"Jaroslav Beck",1,0.005988
"Alina Lesnik",1,0.005988
"YUKO KOMIYAMA,TADAYOSHI MAKINO,Masahiro Aoki,Akiyuki Morimoto",1,0.005988
"Neal Acree,Derek Duke",2,0.011976
"Shades of the Abyss",1,0.005988
"James Paget",1,0.005988
"Really Slow Motion",1,0.005988
"Sham Stalin",1,0.005988
"Hiroki Kikuta,Nobuo Uematsu,Yasunori Mitsuda,Yoko Shimomura,Benyamin Nuss,Rony Barrak,Tokyo Philharmonic Chorus,Tokyo Philharmonic Orchestra,Eckehard Stier",1,0.005988
"Danger",2,0.011976
"BAYONETTA",1,0.005988
"Brendon Williams",1,0.005988
"Masashi Hamauzu",1,0.005988
"Kuniyuki Takahashi,岡部啓一",1,0.005988
"帆足圭吾,岡部啓一",1,0.005988
"Maclaine Diemer,Brendon Williams",1,0.005988
"Derek Duke,Neal Acree",1,0.005988
"Atrium Carceri,Cities Last Broadcast,God Body Disconnect",1,0.005988
"Sounds Of Nature",1,0.005988
"Sound Jay",1,0.005988
"Nature Sounds",3,0.017964
"Jonn Serrie",1,0.005988
"Kyle Bobby Dunn",1,0.005988
"Hior Chronik",1,0.005988
"Celer&Hakobune",1,0.005988
"Stellardrone",1,0.005988
"Hilyard",1,0.005988
"El Huervo",1,0.005988
"Peter Gregson,Warren Zielinski,Magdalena Filipczak,Laurie Anderson,Richard Harwood",2,0.011976
"ThomasA",2,0.011976
"Maneli Jamal",1,0.005988
"Theophany",1,0.005988
"Joel Bille",1,0.005988
"Superposition",2,0.011976
"Florian Bur,Tunes of Fantasy",1,0.005988
"Goldmund",1,0.005988
"Max Richter,Louisa Fuller,Natalia Bonner,John Metcalfe,Philip Sheppard,Chris Worsey",1,0.005988
"Ólafur Arnalds",2,0.011976
"Kjartan Sveinsson",1,0.005988
"Thomas Barrandon",1,0.005988
"West Dylan Thordson",1,0.005988
"Frans Bak",1,0.005988
"New Risen Throne",1,0.005988
"Tipper",1,0.005988
"Roque Baños",1,0.005988
"Timecop1983",1,0.005988
"August Wilhelmsson",3,0.017964
"Dardust",1,0.005988
"Mattia Cupelli",1,0.005988
"Rupert Gregson-Williams,Lorne Balfe",1,0.005988
"Koji Kondo,ROZEN",1,0.005988
"Prequell",1,0.005988
"2WEI,Ali Christenhusz",1,0.005988
"Aram Zero",1,0.005988
"Ciaran Hope",3,0.017964
"Dasha Charusha",1,0.005988
"Paul Hepker,Mark Kilian",2,0.011976
"Ennio Morricone,Yo-Yo Ma,Roma Sinfonietta",1,0.005988
"James Horner,Vic Frasier,The London Studio Symphony Orchestra,Thomas Pasatieri,Don Davis,Jay Ungar,Kazu Matsui,Tony Hinnigan,Mike Taylor,Maggie Boyle,Dermot Crehan",1,0.005988
"Classical Music Radio",1,0.005988
"Maree Docia",1,0.005988
"Brussels Philharmonic",1,0.005988
"Neizvestija",1,0.005988
"Sjellos,Atrium Carceri,Eldar,Svartsinn,Gydja,Desiderii Marginis,Asbaar,Halgrath,Cryobiosis,Dahlia's Tear,Lamia Vox,Sabled Sun",2,0.011976
"Desiderii Marginis,Atrium Carceri,Eldar,Sjellos,Svartsinn,Gydja,Asbaar,Halgrath,Cryobiosis,Dahlia's Tear,Lamia Vox,Sabled Sun",2,0.011976
"David Wilde,Yo-Yo Ma",1,0.005988
"Asbaar,Atrium Carceri,Eldar,Sjellos,Svartsinn,Gydja,Desiderii Marginis,Halgrath,Cryobiosis,Dahlia's Tear,Lamia Vox,Sabled Sun",1,0.005988
"Hans Zimmer,Jacob Shea,David Fleming",1,0.005988
"Anthony Caruso,JD Mayer",1,0.005988
"Berend Salverda",1,0.005988
"Rik Schaffer,Brad Derrick",2,0.011976
"Hans Zimmer,Lebo M.",1,0.005988
"London Music Works,Alex Temple",1,0.005988
"Hans Zimmer,Gavin Greenaway,The Lyndhurst Orchestra,Lisa Gerrard",1,0.005988
"The City of Prague Philharmonic Orchestra,Evan Jolly",1,0.005988
"Armen Hambar,Future World Music",1,0.005988
"Ryan Taubert",1,0.005988
"Nick Cave,Warren Ellis",2,0.011976
"Jeff Herriott,S.Craig Zahler",2,0.011976
"Ennio Morricone",4,0.023952
"Alphaxone",3,0.017964
"Rob King,Paul Romero",1,0.005988
"Arkadiusz Reikowski,Jacek Paciorkowski",1,0.005988
"Unapologetically Melodic",1,0.005988
"Traditional,Cheryl Ann Fulton",1,0.005988
"Nova Arcadia",2,0.011976
"Traditional,Deborah Henson-Conant",1,0.005988
"Rolf Løvland,Secret Garden",1,0.005988
"Thomas Loefke,Various Artists",1,0.005988
"Fredrik Jonasson",2,0.011976
"Ivan Duch",1,0.005988
"Hugues Leteve",2,0.011976
"Baldur's Gate II ~ Shadows Of Amn",1,0.005988
"Hristo Hristov",8,0.047904
"Johannes Bornlöf",3,0.017964
"Peter Sandberg",1,0.005988
"Peter McConnell",5,0.029940
"Rachel Portman,John Lenehan,David Snell",1,0.005988
"Thomas Newman",4,0.023952
"Northwest Sinfonia,Stephen Rippy",2,0.011976
"Northwest Sinfonia",1,0.005988
"BBC Scottish Symphony Orchestra",10,0.059880
"Kevin Braheny,Tim Clark",1,0.005988
"Jessita Reyes",1,0.005988
"Declan Masterson",1,0.005988
"Aakaash Rao,Sandro Friedrich",1,0.005988
"Aakaash Rao,Sandro Friedrich,Deryn Cullen",1,0.005988
"Aakaash Rao,Deryn Cullen",1,0.005988
"Jacek Paciorkowski",1,0.005988
"Harry Gregson-Williams,John Powell",1,0.005988
"Ensemble Galilei,Maggie Sansone,Bonnie Rideout,Sue Richards,Carolyn SurrickMarcia Diehl",1,0.005988
"Wouter en De Draak",1,0.005988
"Josh Whelchel,Kristin Naigus,Patti Rudisill,John Robert Matz",1,0.005988
"Josh Whelchel,Kristin Naigus,Patti Rudisill",1,0.005988
"Josh Whelchel,Patti Rudisill,Kristin Naigus",1,0.005988
"Germaine Tailleferre,Alessandra Ziveri",1,0.005988
"Berlinist",5,0.029940
"Christophe Héral,Raphaël Joffres",2,0.011976
"Jérôme Rebotier",1,0.005988
"Philip Wareborn,Paradox Interactive",3,0.017964
"Nicolas Snyder",6,0.035928
"Nicolas Snyder,Rowan Katz",1,0.005988
"Rachel Rose Mitchell",1,0.005988
"Alexander Forselius,Dr. Sounds",1,0.005988
"Vincent Diamante",1,0.005988
"Lorenzo Masini,Palatino87",1,0.005988
"Denny Schneidemesser",1,0.005988
"Locust Toybox",1,0.005988
"Echo Grid",1,0.005988
"Eldamar",1,0.005988
"Manaberry",1,0.005988
"Northwestern University Symphonic Wind Ensemble",1,0.005988
"Rick Clark,London Music Works",1,0.005988
"Glenn Stafford,Neal Acree,Sam Cardon,David Arkenstone,Clint Bajakian,Jason Hayes",1,0.005988
"Russell Brower,Neal Acree,Sam Cardon,Edo Guidotti,Jeremy Soule,Derek Duke",1,0.005988
"Vitamin String Quartet",1,0.005988
"Czech Philharmonic Chamber Orchestra & Kuehn's Mixed Choir",1,0.005988
"Zhenlan Kang",1,0.005988
"David Arkenstone,Glenn Stafford,Leo Kaliski",1,0.005988
"Russell Brower,Sam Cardone",1,0.005988
"Neal Acree,Sam Cardon",1,0.005988
"Howard Shore & Tara Scammell",1,0.005988
"Russell Brower,Derek Duke",2,0.011976
"Russell Brower, Neal Acree, Clint Bajakian, Sam Cardon, Craig Stuart Garfinkle, Edo Guidotti & Eimear Noone",1,0.005988
"Neal Acree,Russell Brower",1,0.005988
"Russell Brower,Neal Acree,Sam Cardon,Glenn Stafford,Edo Guidotti,Jason Hayes",1,0.005988
"The Dwarf Cast & Richard Armitage",1,0.005988
"Howard Shore & Helen Hobson",1,0.005988
"Marcin Przybylowicz",1,0.005988
"Trevor Morris,Raney Shockne,Freya Catherine",1,0.005988
