artists,occurrence,freqency
"Charlie Puth,Jung Kook,BTS",1,0.038462
"Ross Lynch",2,0.076923
"Bridgit Mendler",12,0.461538
"Eminem,Rihanna",7,0.269231
"mansionz,Spark Master Tape",1,0.038462
"Christian Nodal",1,0.038462
"OneRepublic",20,0.769231
"Pharrell Williams",4,0.153846
"DNCE",7,0.269231
"MAGIC!",5,0.192308
"Christina Perri",4,0.153846
"Justin Bieber",28,1.076923
"Everybody Loves an Outlaw",2,0.076923
"Meghan Trainor",9,0.346154
"Nicki Minaj",32,1.230769
"Sean Paul,Dua Lipa",4,0.153846
"John Travolta,Olivia Newton-John",7,0.269231
"Meghan Trainor,John Legend",2,0.076923
"Justin Bieber,Ludacris",9,0.346154
"Julia Michaels",4,0.153846
"Sam Smith,Kim Petras",3,0.115385
"Elley Duhé",2,0.076923
"Selena Gomez",12,0.461538
"Ruth B.",3,0.115385
"TOMORROW X TOGETHER,Jonas Brothers",1,0.038462
"undefined",26,1.000000
"Taylor Swift,HAIM",2,0.076923
"Halsey,SUGA",1,0.038462
"Selena Gomez & The Scene",6,0.230769
"Russ,Bibi Bourelly",2,0.076923
"Russ",10,0.384615
"Shawn Mendes",25,0.961538
"Shawn Mendes,Camila Cabello",3,0.115385
"Milo j,Yahritza Y Su Esencia",1,0.038462
"Madison Beer",2,0.076923
"Olivia Rodrigo,Disney",3,0.115385
"Fabio Capri",1,0.038462
"Benson Boone",9,0.346154
"salem ilese,TOMORROW X TOGETHER,Alan Walker",1,0.038462
"Hotel Ugly",1,0.038462
"Jimin",1,0.038462
"Chappell Roan",27,1.038462
"Johnny Orlando",4,0.153846
"Ivan Cornejo",3,0.115385
"Melanie Martinez",3,0.115385
"Quavo,Lana Del Rey",1,0.038462
"Gracie Abrams",68,2.615385
"RAYE,070 Shake",4,0.153846
"Kali Uchis",1,0.038462
"NERIAH",1,0.038462
"WILLOW,Travis Barker",1,0.038462
"Lauren Spencer Smith",2,0.076923
"Sunflower Bean",1,0.038462
"Tom Odell",4,0.153846
"Addison Rae",2,0.076923
"Tristan",1,0.038462
"Olly Alexander (Years & Years)",6,0.230769
"The Marías",1,0.038462
"YEONJUN",2,0.076923
"Lola Young",6,0.230769
"Lexi Jayde",1,0.038462
"Mariah Carey",4,0.153846
"TOMORROW X TOGETHER,Seori",1,0.038462
"Lana Del Rey,Tommy Genesis",1,0.038462
"Selena Gomez,benny blanco",2,0.076923
"Selena Gomez,benny blanco,Gracie Abrams",1,0.038462
"Alex & Sierra",1,0.038462
"nan",0,0.000000
"Xavi,Manuel Turizo",1,0.038462
"Alexander Stewart",1,0.038462
"J Balvin",1,0.038462
"Selena Gomez,benny blanco,The Marías",1,0.038462
"Daniel Caesar,Brandy",1,0.038462
"J Hus,Drake",1,0.038462
"Jungle",7,0.269231
"GROOVY,B Jack$",1,0.038462
"Brent Faiyaz",13,0.500000
"Saint Levant,MC Abdul",1,0.038462
"daniell,caesar",1,0.038462
"Saint Levant",7,0.269231
"Andrea Bocelli",1,0.038462
"PARTYNEXTDOOR",26,1.000000
"Amaarae,Kali Uchis,MOLIY",1,0.038462
"leeron",2,0.076923
"leeron,Roy William",1,0.038462
"Roy William,leeron",1,0.038462
"DESTIN CONRAD",1,0.038462
"Saint Levant,Sol Band",1,0.038462
"Saint Levant,TIF",1,0.038462
"Saint Levant,Cheb Bilal",1,0.038462
"Saint Levant,Kehlani",1,0.038462
"Roy William,BR!X",1,0.038462
"Asal",1,0.038462
"Luke Combs",11,0.423077
"June Freedom",2,0.076923
"June Freedom,Elji Beatzkilla",1,0.038462
"Morgan Wallen",12,0.461538
"June Freedom,Naïka",2,0.076923
"Cassie",2,0.076923
"Muni Long",1,0.038462
"The Weeknd",28,1.076923
"Marvin Gaye",3,0.115385
"Sade",3,0.115385
"The Weeknd,Playboi Carti",2,0.076923
"Mustafa",5,0.192308
"GIVĒON",12,0.461538
"Jhené Aiko,H.E.R.",2,0.076923
"Bryson Tiller",15,0.576923
"Charlie Jeer",2,0.076923
"SIENNA SPIRO",1,0.038462
"Adam Melchor",1,0.038462
"Clara La San",1,0.038462
"Chris Brown",7,0.269231
"Tyla,Becky G",1,0.038462
"Yarden",1,0.038462
"Ciara,Chamillionaire",1,0.038462
"Tyla",2,0.076923
"Bayou,yef",1,0.038462
"Duckwrth,Kojey Radical",1,0.038462
"Camila Cabello,Drake",1,0.038462
"Frank Ocean",35,1.346154
"Fei Yu-ching",1,0.038462
"KAYTRANADA,Craig David",1,0.038462
"IAMDDB",1,0.038462
"Noah Cyrus",5,0.192308
"Blaiz Fayah,Maureen,Dj Glad",1,0.038462
"Doechii",5,0.192308
"Sonder",7,0.269231
"SZA,Kendrick Lamar",2,0.076923
"Drake,Tems",1,0.038462
"Magdalena Bay",1,0.038462
"Bruno Mars,Anderson .Paak,Silk Sonic",6,0.230769
"SAILORR,Summer Walker",1,0.038462
"Hope",1,0.038462
"Ayra Starr,GIVĒON",1,0.038462
"Victoria Monét",2,0.076923
"Olivia Dean",1,0.038462
"Cherub",1,0.038462
"PARTYNEXTDOOR,Drake,Chino Pacas",3,0.115385
"PARTYNEXTDOOR,Drake,Yebba",1,0.038462
"June Freedom,Jaz Karis",1,0.038462
"Bayou",1,0.038462
"Drake",48,1.846154
"Tate McRae,Flo Milli",2,0.076923
"Paris Paloma",3,0.115385
"Hailey Knox",3,0.115385
"Kendrick Lamar",17,0.653846
"Keyshia Cole",2,0.076923
"Fleetwood Mac",59,2.269231
"Lady Gaga,Bruno Mars",4,0.153846
"Ed Sheeran",34,1.307692
"Guns N' Roses",9,0.346154
"Mark Ronson,Bruno Mars",7,0.269231
"Rascal Flatts",9,0.346154
"Luke Bryan",9,0.346154
"Candace",2,0.076923
"2Pac,Roger,Dr. Dre",5,0.192308
"Kendrick Lamar,SZA",13,0.500000
"Iam Tongi,James Blunt",3,0.115385
"Paper Tongues",2,0.076923
"One Direction",52,2.000000
"AC/DC",19,0.730769
"Nirvana",7,0.269231
"Creed",7,0.269231
"Auli'i Cravalho,Disney",4,0.153846
"Donny Osmond,Chorus - Mulan,Disney",4,0.153846
"Nathan Lane,Ernie Sabella,Jason Weaver,Joseph Williams",4,0.153846
"Christopher Jackson,Rachel House,Nicole Scherzinger,Auli'i Cravalho,Louise Bush,Disney",3,0.115385
"Dwayne Johnson,Disney",4,0.153846
"Mandy Moore,Zachary Levi",2,0.076923
"Stephanie Beatriz,Olga Merediz,Encanto - Cast",3,0.115385
"Daya",6,0.230769
"Sebastian Yatra",2,0.076923
"Roger Bart,Disney",3,0.115385
"Post Malone,Morgan Wallen",7,0.269231
"Noah Kahan",85,3.269231
"Naomi Scott",3,0.115385
"Adam Hicks,Bridgit Mendler,Naomi Scott,Hayley Kiyoko",3,0.115385
"Paramore",25,0.961538
"Hugh Jackman,The Greatest Showman Ensemble",2,0.076923
"Rihanna,Mikky Ekko",7,0.269231
"JVKE",9,0.346154
"Susan Egan,Cheryl Freeman,LaChanze,Vaneese Thomas,Lillias White,Disney",2,0.076923
"Jonas Brothers",10,0.384615
"Donna Murphy",3,0.115385
"Future,Metro Boomin,Kendrick Lamar",3,0.115385
"Jonathan Groff",2,0.076923
"Justin Bieber,Nicki Minaj",9,0.346154
"Fergie,will.i.am",5,0.192308
"Pat Benatar",9,0.346154
"Don Henley",5,0.192308
"Eagles",19,0.730769
"Foreigner",3,0.115385
"Earth, Wind & Fire",5,0.192308
"Tears For Fears",11,0.423077
"Noah Kahan,Post Malone",5,0.192308
"Soulja Boy",7,0.269231
"Blondie",5,0.192308
"USHER,Lil Jon,Ludacris",5,0.192308
"Ryan Gosling",2,0.076923
"Nicki Minaj,Ice Spice,Aqua",2,0.076923
"Laufey",4,0.153846
"Meryl Streep,Julie Walters,Christine Baranski",3,0.115385
"VeggieTales",2,0.076923
"Dr. Doofenshmirtz",2,0.076923
"Vanilla Ice",4,0.153846
"The Muppets",2,0.076923
"Beastie Boys",5,0.192308
"Animaniacs",2,0.076923
"AsapSCIENCE",2,0.076923
"The Barden Bellas",3,0.115385
"The Barden Bellas,The Treblemakers,The Bu Harmonics",3,0.115385
"Cynthia Erivo,Ariana Grande",3,0.115385
"Bruno Mars",32,1.230769
"Aerosmith",11,0.423077
"Foo Fighters",12,0.461538
"Vance Joy",25,0.961538
"Stealers Wheel",3,0.115385
"Blue Öyster Cult",4,0.153846
"Carolina Gaitán,Mauro Castillo,Adassa,Rhenzy Feliz,Diane Guerrero,Stephanie Beatriz,Encanto - Cast",3,0.115385
"Ariana Grande,Cynthia Erivo",2,0.076923
"Sixpence None The Richer",4,0.153846
"The Cranberries",7,0.269231
"Yuno Miles",2,0.076923
"USHER,Pitbull",10,0.384615
"Tom Petty",3,0.115385
"Billy Joel",23,0.884615
"Rick Springfield",6,0.230769
"Tonic",3,0.115385
"Migos",3,0.115385
"Migos,Lil Uzi Vert",3,0.115385
"Troy,Disney",2,0.076923
"The Doobie Brothers",4,0.153846
"Migos,Drake",2,0.076923
"Kansas",4,0.153846
"Dexys Midnight Runners",5,0.192308
"Shakira,Wyclef Jean",7,0.269231
"Journey",10,0.384615
"The Chainsmokers,Halsey",5,0.192308
"CeeLo Green,Jack Black",2,0.076923
"Bon Jovi",10,0.384615
"Aqua",3,0.115385
"ROSÉ,Bruno Mars",2,0.076923
"Ed Helms,The Lorax Singers",2,0.076923
"Rick Astley",3,0.115385
"Michael Jackson",28,1.076923
"Living Colour",2,0.076923
"Downstait",2,0.076923
"Joan Jett & the Blackhearts",5,0.192308
"Survivor",4,0.153846
"Katy Perry,Snoop Dogg",10,0.384615
"ABBA",24,0.923077
"Clean Bandit,Zara Larsson",5,0.192308
"Suki Waterhouse",4,0.153846
"Genesis",2,0.076923
"Butthole Surfers",2,0.076923
"will.i.am",5,0.192308
"Taylor Swift,Kendrick Lamar",3,0.115385
"USHER",5,0.192308
"Ricky Martin",4,0.153846
"The Gregory Brothers",2,0.076923
"Baby Keem,Kendrick Lamar",2,0.076923
"Zac Efron,Zendaya",3,0.115385
"Ziv Zaifman,Hugh Jackman,Michelle Williams",2,0.076923
"Keala Settle,The Greatest Showman Ensemble",2,0.076923
"A.J. & Big Justice",2,0.076923
"Jake Paul,Team 10",2,0.076923
"川子",2,0.076923
"The Lumineers",29,1.115385
"Shania Twain",23,0.884615
"Lauv",3,0.115385
"Mark Ambor",5,0.192308
"Ed Sheeran,Khalid",2,0.076923
"Of Monsters and Men",15,0.576923
"Creedence Clearwater Revival",22,0.846154
"Jonathan Bailey,Ariana Grande,Ethan Slater,Marissa Bode,Cynthia Erivo",2,0.076923
"John Williams,London Symphony Orchestra",4,0.153846
"Boney M.",7,0.269231
"DJ GreyttBlack",2,0.076923
"Bad Lip Reading",2,0.076923
"Starship",5,0.192308
"The Police",9,0.346154
"Stevie Nicks",6,0.230769
"Stephen Schwartz,Kristin Chenoweth,Idina Menzel,Stephen Oremus",2,0.076923
"Loren Allred",2,0.076923
"Rachel Platten",2,0.076923
"Hugh Jackman,Zac Efron",2,0.076923
"Idina Menzel",2,0.076923
"Hugh Jackman,Keala Settle,Daniel Everidge,Zendaya,The Greatest Showman Ensemble",2,0.076923
"Troy,Gabriella,Disney",4,0.153846
"Phil Collins",17,0.653846
"Céline Dion",6,0.230769
"Lizzy McAlpine",7,0.269231
"Phoebe Bridgers",9,0.346154
"Candace,Vanessa",2,0.076923
"Diane Guerrero,Stephanie Beatriz",3,0.115385
"Love Händel",2,0.076923
"Phineas,Bobby Fabulous",2,0.076923
"The Lorax Singers,Jenny Slate,Betty White,Rob Riggle",3,0.115385
"Stephanie Beatriz",3,0.115385
"Jason Segel,Walter",2,0.076923
"The Muppets,Joanna Newsom",2,0.076923
"Jason Weaver,Rowan Atkinson,Laura Williams",4,0.153846
"Samuel E. Wright,Disney",3,0.115385
"Phil Harris,Bruce Reitherman",3,0.115385
"Little Ditto",2,0.076923
"Cast - Sofia the First,Disney Junior,Sofia",2,0.076923
"China Anne McClain",2,0.076923
"TV Theme Band",2,0.076923
"The Duck",2,0.076923
"Burger King",2,0.076923
"JellyBug",2,0.076923
"They Might Be Giants (For Kids),Disney Junior",2,0.076923
"Charlie Puth,Selena Gomez",3,0.115385
"Angela Lansbury,Jerry Orbach,Chorus - Beauty And the Beast,Disney",2,0.076923
"The Backyardigans",2,0.076923
"Idina Menzel,AURORA",3,0.115385
"Silver",2,0.076923
"The Neighbourhood",7,0.269231
"Neon Trees",11,0.423077
"Kyle Gordon,Kody Redwing and The Broken Hearts",2,0.076923
"Duran Duran",5,0.192308
"Simple Minds",4,0.153846
"Heart",4,0.153846
"The Smashing Pumpkins",2,0.076923
"Men At Work",7,0.269231
"TOTO",11,0.423077
"Metallica",4,0.153846
"Wang Chung",4,0.153846
"Dominic Fike",13,0.500000
"Metro Boomin,Coi Leray",2,0.076923
"Post Malone,Swae Lee",4,0.153846
"Bluey",2,0.076923
"Alessia Cara",4,0.153846
"alt-J",9,0.346154
"Andrew McMahon in the Wilderness",2,0.076923
"Andy Grammer",12,0.461538
"Arcade Fire",3,0.115385
"Arkells",24,0.923077
"Aslove,Mia Wray",1,0.038462
"The Avett Brothers",1,0.038462
"Avicii",32,1.230769
"Bahamas",6,0.230769
"Barenaked Ladies,Ben Grosse",1,0.038462
"Bastille",10,0.384615
"Ben Howard",4,0.153846
"Ben Lee",2,0.076923
"Ben Rector",3,0.115385
"Birdy",1,0.038462
"The Black Keys",6,0.230769
"Blue Rodeo",2,0.076923
"Blue Swede,Björn Skifs",1,0.038462
"Bob Schneider",2,0.076923
"BØRNS",15,0.576923
"Boy & Bear",4,0.153846
"Brad Paisley",1,0.038462
"Branches,Tsutro",1,0.038462
"Brett Eldredge",1,0.038462
"The Brothers Comatose",1,0.038462
"Bruce Springsteen",5,0.192308
"Bryan Adams,Melanie C",2,0.076923
"Bryan Adams",12,0.461538
"Bryce Vine",2,0.076923
"Caamp",1,0.038462
"Cage The Elephant",11,0.423077
"Calvin Harris,Disciples",4,0.153846
"Calvin Harris,Florence Welch",1,0.038462
"Calvin Harris,Frank Ocean,Migos",2,0.076923
"Camila Cabello",6,0.230769
"Capital Cities",5,0.192308
"Cash Cash,Bebe Rexha",3,0.115385
"Cereus Bright",1,0.038462
"The Chainsmokers,Coldplay",4,0.153846
"The Chainsmokers,ROZES",5,0.192308
"Charlie Puth",3,0.115385
"Nick Murphy",1,0.038462
"CHVRCHES",3,0.115385
"City and Colour",1,0.038462
"Coast Modern",3,0.115385
"Cobi",1,0.038462
"Cœur De Pirate",1,0.038462
"Cold War Kids",2,0.076923
"Coldplay,Rihanna",1,0.038462
"The Cure",2,0.076923
"Daryl Hall & John Oates",12,0.461538
"Death Cab for Cutie",6,0.230769
"Dierks Bentley",3,0.115385
"Disclosure,Sam Smith",5,0.192308
"Disclosure,Lorde",1,0.038462
"Drake,Wizkid,Kyla",2,0.076923
"DYAN",1,0.038462
"Smallpools",3,0.115385
"Kodaline,Syn Cole",1,0.038462
"Foster The People",8,0.307692
"AJR,Rivers Cuomo",3,0.115385
"Samm Henshaw",1,0.038462
"Portugal. The Man",7,0.269231
"Crystal Fighters",1,0.038462
"Step Rockets",1,0.038462
"Meg Mac",1,0.038462
"Tall Heights",4,0.153846
"Peter Bjorn and John",1,0.038462
"MØ",3,0.115385
"Two Door Cinema Club,RAC",1,0.038462
"Slaters,Toulouse",1,0.038462
"BANNERS",5,0.192308
"A R I Z O N A",5,0.192308
"Animal Years",1,0.038462
"The Sheepdogs",4,0.153846
"Motel Radio",1,0.038462
"Nathaniel Rateliff & The Night Sweats",2,0.076923
"Maggie Rogers",13,0.500000
"Cody Fry",1,0.038462
"The Kooks",5,0.192308
"Annie Lennox",1,0.038462
"Urban Cone",1,0.038462
"The Mowgli's",2,0.076923
"StayLoose,Nick Leng",1,0.038462
"Ella Vos",1,0.038462
"RAC,Katie Herzig",1,0.038462
"Mumford & Sons",28,1.076923
"King Princess",4,0.153846
"Billy Raffoul",1,0.038462
"Elijah Woods x Jamie Fine",1,0.038462
"WILD",1,0.038462
"Jon Bellion",5,0.192308
"The Head And The Heart",15,0.576923
"Hozier",24,0.923077
"Anderson East",1,0.038462
"Drew Holcomb & The Neighbors",1,0.038462
"Tom Odell,Zwette",1,0.038462
"Ellie Goulding",13,0.500000
"Jet",4,0.153846
"Reuben And The Dark",2,0.076923
"Mt. Joy",4,0.153846
"KALEO",5,0.192308
"Two Door Cinema Club",4,0.153846
"Hippo Campus",1,0.038462
"Sarah Harmer",1,0.038462
"Yoke Lore",6,0.230769
"Elton John",24,0.923077
"Sofi Tukker,NERVO,The Knocks,ALISA UENO",1,0.038462
"Mat Kearney,AFSHEEN",1,0.038462
"Jodie Mitchell",1,0.038462
"Jaymes Young",3,0.115385
"Sam Hunt",7,0.269231
"Saint Motel",5,0.192308
"Old Dominion",3,0.115385
"S Club",2,0.076923
"lovelytheband",4,0.153846
"George Ezra",9,0.346154
"The Foundations",2,0.076923
"Regina Spektor",1,0.038462
"JOSEPH",1,0.038462
"Foy Vance",5,0.192308
"Matt Simons,Deepend",1,0.038462
"Ezra Vine",1,0.038462
"The 1975",3,0.115385
"Mating Ritual,Lizzy Land",1,0.038462
"Josiah and the Bonnevilles",1,0.038462
"Urban Cone,Tove Lo",1,0.038462
"Jeremy Zucker",4,0.153846
"Leon Bridges",3,0.115385
"Flight Facilities",1,0.038462
"Matt Maeson",5,0.192308
"Youth Group",3,0.115385
"Toploader",4,0.153846
"The Weeknd,Ed Sheeran",1,0.038462
"LU KALA",1,0.038462
"Florence + The Machine",8,0.307692
"Sylvan Esso",2,0.076923
"Muse",2,0.076923
"The Contours",1,0.038462
"Zara Larsson",8,0.307692
"Kai Straw",1,0.038462
"Oh Wonder",6,0.230769
"James Vincent McMorrow",2,0.076923
"Handsome Ghost,Whole Doubts",1,0.038462
"Mat Kearney",5,0.192308
"Tracy Chapman",4,0.153846
"Robert DeLong,K.Flay",1,0.038462
"Tame Impala",13,0.500000
"Selena Gomez,Gucci Mane",1,0.038462
"James Taylor",4,0.153846
"San Cisco",3,0.115385
"Jukebox The Ghost",1,0.038462
"Kacey Musgraves",5,0.192308
"Selena Gomez,A$AP Rocky",1,0.038462
"Lake Street Dive",2,0.076923
"HONNE",2,0.076923
"Lorde",21,0.807692
"Empire Of The Sun",9,0.346154
"Edward Sharpe & The Magnetic Zeros",11,0.423077
"Alessia Cara,Disney",1,0.038462
"Star & Micey",1,0.038462
"Two Feet",3,0.115385
"Elohim",1,0.038462
"Mating Ritual",1,0.038462
"The Proclaimers",4,0.153846
"Panama Wedding,Bee's Knees",1,0.038462
"Kygo,Selena Gomez",3,0.115385
"Louis The Child,K.Flay",1,0.038462
"Imagine Dragons",14,0.538462
"Klingande",2,0.076923
"Saint Mesa",1,0.038462
"Rudimental,Ed Sheeran",1,0.038462
"Vance Joy,Said The Sky",1,0.038462
"Thomas Rhett,Martin Jensen",1,0.038462
"GROUPLOVE",5,0.192308
